Year,Інфекційні захворювання,Вік,Область,Value
2016,"Дифтерія, правець",age_16_years,31_reg_Khmelnytskyy,56.0
2016,"Дифтерія, правець",age_16_years,Черкаська,62.6
2016,"Дифтерія, правець",age_16_years,Чернівецька,51.5
2016,"Дифтерія, правець",age_16_years,Чернігівська,64.6
2016,"Дифтерія, правець",age_16_years,35_reg_Kyiv,42.1
2017,"Дифтерія, правець",age_16_years,,76.7
2017,"Дифтерія, правець",age_16_years,Вінницька,70.3
2017,"Дифтерія, правець",age_16_years,Волинська,72.0
2017,"Дифтерія, правець",age_16_years,Дніпропетровська,85.2
2017,"Дифтерія, правець",age_16_years,Донецька,82.7
2017,"Дифтерія, правець",age_16_years,Житомирська,79.4
2017,"Дифтерія, правець",age_16_years,Закарпатська,62.4
2017,"Дифтерія, правець",age_16_years,Запорізька,75.1
2017,"Дифтерія, правець",age_16_years,18_reg_Ivano_Frankivsk,58.1
2017,"Дифтерія, правець",age_16_years,19_reg_Kyivska,88.0
2017,"Дифтерія, правець",age_16_years,Кіровоградська,79.9
2017,"Дифтерія, правець",age_16_years,Луганська,82.8
2017,"Дифтерія, правець",age_16_years,Львівська,69.1
2017,"Дифтерія, правець",age_16_years,23_reg_Mykolaiv,92.3
2017,"Дифтерія, правець",age_16_years,Одеська,69.3
2017,"Дифтерія, правець",age_16_years,Полтавська,73.4
2017,"Дифтерія, правець",age_16_years,Рівненська,66.6
2017,"Дифтерія, правець",age_16_years,Сумська,91.4
2017,"Дифтерія, правець",age_16_years,Тернопільська,70.7
2017,"Дифтерія, правець",age_16_years,Харківська,71.7
2017,"Дифтерія, правець",age_16_years,Херсонська,88.0
2017,"Дифтерія, правець",age_16_years,31_reg_Khmelnytskyy,76.6
2017,"Дифтерія, правець",age_16_years,Черкаська,83.3
2017,"Дифтерія, правець",age_16_years,Чернівецька,59.9
2017,"Дифтерія, правець",age_16_years,Чернігівська,73.5
2017,"Дифтерія, правець",age_16_years,35_reg_Kyiv,96.1
2018,"Дифтерія, правець",age_16_years,,77.9
2018,"Дифтерія, правець",age_16_years,Вінницька,69.1
2018,"Дифтерія, правець",age_16_years,Волинська,83.2
2018,"Дифтерія, правець",age_16_years,Дніпропетровська,74.3
2018,"Дифтерія, правець",age_16_years,Донецька,77.0
2018,"Дифтерія, правець",age_16_years,Житомирська,78.7
2018,"Дифтерія, правець",age_16_years,Закарпатська,57.0
2018,"Дифтерія, правець",age_16_years,Запорізька,79.1
2018,"Дифтерія, правець",age_16_years,18_reg_Ivano_Frankivsk,52.7
2018,"Дифтерія, правець",age_16_years,19_reg_Kyivska,89.9
2018,"Дифтерія, правець",age_16_years,Кіровоградська,88.0
2018,"Дифтерія, правець",age_16_years,Луганська,86.7
2018,"Дифтерія, правець",age_16_years,Львівська,68.4
2018,"Дифтерія, правець",age_16_years,23_reg_Mykolaiv,83.8
2018,"Дифтерія, правець",age_16_years,Одеська,76.9
2018,"Дифтерія, правець",age_16_years,Полтавська,85.4
2018,"Дифтерія, правець",age_16_years,Рівненська,82.0
2018,"Дифтерія, правець",age_16_years,Сумська,94.2
2018,"Дифтерія, правець",age_16_years,Тернопільська,80.2
2018,"Дифтерія, правець",age_16_years,Харківська,77.3
2018,"Дифтерія, правець",age_16_years,Херсонська,87.3
2018,"Дифтерія, правець",age_16_years,31_reg_Khmelnytskyy,72.4
2018,"Дифтерія, правець",age_16_years,Черкаська,73.9
2018,"Дифтерія, правець",age_16_years,Чернівецька,70.3
2018,"Дифтерія, правець",age_16_years,Чернігівська,86.8
2018,"Дифтерія, правець",age_16_years,35_reg_Kyiv,89.4
2019,"Дифтерія, правець",age_16_years,,91.5
2019,"Дифтерія, правець",age_16_years,Вінницька,88.7
2019,"Дифтерія, правець",age_16_years,Волинська,96.2
2019,"Дифтерія, правець",age_16_years,Дніпропетровська,94.1
2019,"Дифтерія, правець",age_16_years,Донецька,91.8
2019,"Дифтерія, правець",age_16_years,Житомирська,90.4
2019,"Дифтерія, правець",age_16_years,Закарпатська,86.7
2019,"Дифтерія, правець",age_16_years,Запорізька,98.2
2019,"Дифтерія, правець",age_16_years,18_reg_Ivano_Frankivsk,81.3
2019,"Дифтерія, правець",age_16_years,19_reg_Kyivska,94.5
2019,"Дифтерія, правець",age_16_years,Кіровоградська,89.8
2019,"Дифтерія, правець",age_16_years,Луганська,81.0
2019,"Дифтерія, правець",age_16_years,Львівська,89.8
2019,"Дифтерія, правець",age_16_years,23_reg_Mykolaiv,95.6
2019,"Дифтерія, правець",age_16_years,Одеська,84.2
2019,"Дифтерія, правець",age_16_years,Полтавська,95.2
2019,"Дифтерія, правець",age_16_years,Рівненська,85.9
2019,"Дифтерія, правець",age_16_years,Сумська,96.1
2019,"Дифтерія, правець",age_16_years,Тернопільська,89.4
2019,"Дифтерія, правець",age_16_years,Харківська,89.0
2019,"Дифтерія, правець",age_16_years,Херсонська,96.9
2019,"Дифтерія, правець",age_16_years,31_reg_Khmelnytskyy,93.1
2019,"Дифтерія, правець",age_16_years,Черкаська,89.4
2019,"Дифтерія, правець",age_16_years,Чернівецька,91.9
2019,"Дифтерія, правець",age_16_years,Чернігівська,92.6
2019,"Дифтерія, правець",age_16_years,35_reg_Kyiv,98.7
2020,"Дифтерія, правець",age_16_years,,73.6
2020,"Дифтерія, правець",age_16_years,Вінницька,74.6
2020,"Дифтерія, правець",age_16_years,Волинська,88.3
2020,"Дифтерія, правець",age_16_years,Дніпропетровська,49.1
2020,"Дифтерія, правець",age_16_years,Донецька,84.3
2020,"Дифтерія, правець",age_16_years,Житомирська,58.2
2020,"Дифтерія, правець",age_16_years,Закарпатська,55.9
2020,"Дифтерія, правець",age_16_years,Запорізька,75.2
2020,"Дифтерія, правець",age_16_years,18_reg_Ivano_Frankivsk,66.0
2020,"Дифтерія, правець",age_16_years,19_reg_Kyivska,83.5
2020,"Дифтерія, правець",age_16_years,Кіровоградська,62.3
2020,"Дифтерія, правець",age_16_years,Луганська,76.6
2020,"Дифтерія, правець",age_16_years,Львівська,61.5
2020,"Дифтерія, правець",age_16_years,23_reg_Mykolaiv,92.7
2020,"Дифтерія, правець",age_16_years,Одеська,63.8
2020,"Дифтерія, правець",age_16_years,Полтавська,90.4
2020,"Дифтерія, правець",age_16_years,Рівненська,76.4
2020,"Дифтерія, правець",age_16_years,Сумська,90.4
2020,"Дифтерія, правець",age_16_years,Тернопільська,73.7
2020,"Дифтерія, правець",age_16_years,Харківська,80.0
2020,"Дифтерія, правець",age_16_years,Херсонська,80.4
2020,"Дифтерія, правець",age_16_years,31_reg_Khmelnytskyy,83.5
2020,"Дифтерія, правець",age_16_years,Черкаська,81.7
2020,"Дифтерія, правець",age_16_years,Чернівецька,68.3
2020,"Дифтерія, правець",age_16_years,Чернігівська,56.1
2020,"Дифтерія, правець",age_16_years,35_reg_Kyiv,99.0
2021,"Дифтерія, правець",age_16_years,,79.6
2021,"Дифтерія, правець",age_16_years,Вінницька,71.1
2021,"Дифтерія, правець",age_16_years,Волинська,78.4
2021,"Дифтерія, правець",age_16_years,Дніпропетровська,72.6
2021,"Дифтерія, правець",age_16_years,Донецька,82.6
2021,"Дифтерія, правець",age_16_years,Житомирська,80.5
2021,"Дифтерія, правець",age_16_years,Закарпатська,67.6
2021,"Дифтерія, правець",age_16_years,Запорізька,79.1
2021,"Дифтерія, правець",age_16_years,18_reg_Ivano_Frankivsk,82.7
2021,"Дифтерія, правець",age_16_years,19_reg_Kyivska,80.9
2021,"Дифтерія, правець",age_16_years,Кіровоградська,88.9
2021,"Дифтерія, правець",age_16_years,Луганська,90.5
2021,"Дифтерія, правець",age_16_years,Львівська,62.9
2021,"Дифтерія, правець",age_16_years,23_reg_Mykolaiv,87.7
2021,"Дифтерія, правець",age_16_years,Одеська,72.1
2021,"Дифтерія, правець",age_16_years,Полтавська,92.2
2021,"Дифтерія, правець",age_16_years,Рівненська,81.7
2021,"Дифтерія, правець",age_16_years,Сумська,90.2
2021,"Дифтерія, правець",age_16_years,Тернопільська,74.5
2021,"Дифтерія, правець",age_16_years,Харківська,83.5
2021,"Дифтерія, правець",age_16_years,Херсонська,86.0
2021,"Дифтерія, правець",age_16_years,31_reg_Khmelnytskyy,82.6
2021,"Дифтерія, правець",age_16_years,Черкаська,88.1
2021,"Дифтерія, правець",age_16_years,Чернівецька,60.9
2021,"Дифтерія, правець",age_16_years,Чернігівська,83.3
2021,"Дифтерія, правець",age_16_years,35_reg_Kyiv,99.8
2022,"Дифтерія, правець",age_16_years,,68.8
2022,"Дифтерія, правець",age_16_years,Вінницька,72.5
2022,"Дифтерія, правець",age_16_years,Волинська,90.7
2022,"Дифтерія, правець",age_16_years,Дніпропетровська,64.8
2022,"Дифтерія, правець",age_16_years,Донецька,63.3
2022,"Дифтерія, правець",age_16_years,Житомирська,77.9
2022,"Дифтерія, правець",age_16_years,Закарпатська,65.0
2022,"Дифтерія, правець",age_16_years,Запорізька,49.7
2022,"Дифтерія, правець",age_16_years,18_reg_Ivano_Frankivsk,64.7
2022,"Дифтерія, правець",age_16_years,19_reg_Kyivska,77.4
2022,"Дифтерія, правець",age_16_years,Кіровоградська,73.1
2022,"Дифтерія, правець",age_16_years,Луганська,2.8
2022,"Дифтерія, правець",age_16_years,Львівська,60.1
2022,"Дифтерія, правець",age_16_years,23_reg_Mykolaiv,63.6
2022,"Дифтерія, правець",age_16_years,Одеська,59.0
2022,"Дифтерія, правець",age_16_years,Полтавська,87.0
2022,"Дифтерія, правець",age_16_years,Рівненська,87.7
2022,"Дифтерія, правець",age_16_years,Сумська,92.7
2022,"Дифтерія, правець",age_16_years,Тернопільська,67.5
2022,"Дифтерія, правець",age_16_years,Харківська,42.3
2022,"Дифтерія, правець",age_16_years,Херсонська,45.8
2022,"Дифтерія, правець",age_16_years,31_reg_Khmelnytskyy,70.3
2022,"Дифтерія, правець",age_16_years,Черкаська,84.6
2022,"Дифтерія, правець",age_16_years,Чернівецька,64.5
2022,"Дифтерія, правець",age_16_years,Чернігівська,85.7
2022,"Дифтерія, правець",age_16_years,35_reg_Kyiv,93.9
2023,"Дифтерія, правець",age_16_years,,78.3
2023,"Дифтерія, правець",age_16_years,Вінницька,73.3
2023,"Дифтерія, правець",age_16_years,Волинська,89.7
2023,"Дифтерія, правець",age_16_years,Дніпропетровська,77.0
2023,"Дифтерія, правець",age_16_years,Донецька,75.6
2023,"Дифтерія, правець",age_16_years,Житомирська,83.5
2023,"Дифтерія, правець",age_16_years,Закарпатська,68.2
2023,"Дифтерія, правець",age_16_years,Запорізька,92.5
2023,"Дифтерія, правець",age_16_years,18_reg_Ivano_Frankivsk,67.6
2023,"Дифтерія, правець",age_16_years,19_reg_Kyivska,82.0
2023,"Дифтерія, правець",age_16_years,Кіровоградська,78.0
2023,"Дифтерія, правець",age_16_years,Луганська,0.0
2023,"Дифтерія, правець",age_16_years,Львівська,58.7
2023,"Дифтерія, правець",age_16_years,23_reg_Mykolaiv,91.0
2023,"Дифтерія, правець",age_16_years,Одеська,62.2
2023,"Дифтерія, правець",age_16_years,Полтавська,92.4
2023,"Дифтерія, правець",age_16_years,Рівненська,89.7
2023,"Дифтерія, правець",age_16_years,Сумська,88.1
2023,"Дифтерія, правець",age_16_years,Тернопільська,71.6
2023,"Дифтерія, правець",age_16_years,Харківська,90.3
2023,"Дифтерія, правець",age_16_years,Херсонська,100.0
2023,"Дифтерія, правець",age_16_years,31_reg_Khmelnytskyy,76.1
